Neighborhood,OverallQual,YearBuilt,YearRemodAdd,ExterQual,Foundation,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,totalLivingArea,FullBath,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice
NWAmes,5,1976,1976,TA,CBlock,TA,780,1088,1868,2648,2,Gd,9,TA,Attchd,1976,Unf,2,484,179400-230000
NWAmes,7,1976,1976,TA,CBlock,Gd,793,1142,1935,2728,2,TA,7,TA,Attchd,1976,RFn,2,550,179400-230000
CollgCr,7,1998,1998,TA,PConc,Gd,866,866,1779,2645,2,Gd,6,NA,Attchd,1998,RFn,2,546,179400-230000
NWAmes,6,1967,1976,TA,CBlock,Gd,1680,1724,1724,3404,1,TA,7,Gd,Attchd,1967,RFn,2,480,179400-230000
Edwards,7,2003,2003,Gd,Slab,NA,0,495,1922,1922,3,Gd,7,Ex,BuiltIn,2003,RFn,2,672,179400-230000
CollgCr,7,2009,2009,TA,PConc,Gd,1226,1226,1226,2452,2,Gd,6,NA,Attchd,2009,RFn,3,740,179400-230000
Gilbert,7,1998,1999,Gd,PConc,Gd,930,956,1886,2816,2,Gd,10,TA,Attchd,1998,Fin,2,431,179400-230000
Somerst,7,2006,2007,Gd,PConc,Gd,1241,1241,1241,2482,1,Gd,4,NA,Attchd,2007,Fin,2,569,179400-230000
NWAmes,7,1973,1973,TA,CBlock,Gd,1107,1107,2090,3197,2,TA,7,TA,Attchd,1973,RFn,2,484,179400-230000
OldTown,7,2003,2003,TA,PConc,Gd,1362,1362,2082,3444,2,Gd,6,NA,Detchd,2003,Unf,2,484,179400-230000
Gilbert,6,2002,2002,Gd,PConc,Gd,1010,1010,2267,3277,2,Gd,8,TA,BuiltIn,2002,RFn,2,390,179400-230000
SWISU,6,1914,1995,Fa,CBlock,TA,1440,1440,3395,4835,2,Fa,14,NA,NA,?,NA,0,0,179400-230000
ClearCr,6,1997,1997,TA,PConc,Gd,616,616,1688,2304,2,Gd,8,NA,Attchd,1997,RFn,2,603,179400-230000
CollgCr,6,2003,2003,Gd,PConc,Gd,1682,1700,1700,3382,2,Gd,7,NA,Attchd,2003,RFn,2,544,179400-230000
CollgCr,7,2002,2002,Gd,PConc,Gd,916,920,1861,2777,2,Gd,8,NA,BuiltIn,2002,RFn,2,492,179400-230000
NAmes,5,1969,1969,TA,CBlock,TA,1248,1338,2634,3882,2,TA,12,NA,Detchd,1969,Unf,4,968,179400-230000
Crawfor,7,1920,1950,TA,BrkTil,Fa,793,901,1802,2595,1,TA,9,Gd,Detchd,1920,Unf,1,216,179400-230000
CollgCr,7,2007,2007,Gd,PConc,Gd,1316,1316,1316,2632,2,Gd,6,Gd,Attchd,2007,Fin,2,440,179400-230000
CollgCr,6,1998,1998,TA,PConc,Gd,804,804,1682,2486,2,Gd,7,NA,Attchd,1998,RFn,2,523,179400-230000
ClearCr,5,1946,1994,TA,CBlock,TA,1598,1636,3086,4684,3,Ex,12,Gd,NA,?,NA,0,0,179400-230000
Crawfor,6,1957,1975,Gd,PConc,TA,2035,2515,2515,4550,3,TA,9,TA,Attchd,1975,RFn,2,484,179400-230000
Mitchel,7,2003,2003,Gd,PConc,Ex,1560,1560,1560,3120,2,Gd,7,NA,Attchd,2003,Fin,2,573,179400-230000
SawyerW,6,1994,1994,Gd,PConc,Gd,928,936,1721,2649,2,Gd,7,NA,Attchd,1994,RFn,2,471,179400-230000
Timber,8,2007,2007,Gd,PConc,Gd,1466,1466,1466,2932,2,Gd,7,NA,Attchd,2007,Fin,3,610,179400-230000
NAmes,7,1965,1988,TA,CBlock,TA,864,902,1820,2684,1,Gd,8,Gd,Attchd,1965,Unf,2,492,179400-230000
NridgHt,8,2006,2006,Gd,PConc,Gd,1370,1370,1370,2740,2,Gd,6,Gd,Attchd,2006,RFn,2,484,179400-230000
NWAmes,7,1984,1998,Gd,CBlock,Gd,1208,1621,1621,2829,2,Gd,8,NA,Attchd,1984,RFn,2,440,179400-230000
NridgHt,7,2005,2006,Gd,PConc,Gd,1368,1368,1368,2736,2,Gd,6,Gd,Attchd,2005,RFn,2,474,179400-230000
NridgHt,7,2005,2006,Gd,PConc,Gd,1368,1368,1368,2736,2,Gd,6,Gd,Attchd,2005,RFn,2,474,179400-230000
Timber,8,2002,2002,Gd,PConc,Gd,967,993,1908,2875,2,Gd,9,NA,Attchd,2002,Fin,2,431,179400-230000
CollgCr,7,1996,1996,Gd,PConc,Gd,1504,1504,1504,3008,2,Gd,6,TA,Attchd,1996,Fin,2,478,179400-230000
CollgCr,7,2005,2007,Gd,PConc,Gd,1274,1274,1274,2548,2,Gd,6,NA,Attchd,2005,RFn,2,508,179400-230000
CollgCr,7,1999,1999,Gd,PConc,Gd,1490,1501,1501,2991,2,Gd,6,NA,Attchd,1999,RFn,2,577,179400-230000
Timber,6,1996,1997,Gd,PConc,Ex,872,888,1756,2628,2,TA,7,NA,Attchd,1996,Fin,2,422,179400-230000
CollgCr,6,1997,1997,TA,PConc,Gd,824,905,1786,2610,2,Gd,7,NA,Attchd,1997,RFn,2,684,179400-230000
CollgCr,7,2006,2006,Gd,PConc,Gd,1498,1498,1498,2996,2,Gd,5,NA,Attchd,2006,RFn,2,675,179400-230000
NWAmes,6,1977,2001,TA,PConc,TA,1610,1610,1610,3220,2,Gd,6,TA,Attchd,1977,RFn,2,480,179400-230000
SawyerW,7,1994,2002,Gd,PConc,Gd,948,1222,2110,3058,2,Gd,8,Fa,Attchd,1994,RFn,2,463,179400-230000
BrkSide,7,1925,2007,Gd,BrkTil,TA,952,952,1548,2500,2,Ex,5,NA,Detchd,1978,Unf,2,672,179400-230000
CollgCr,7,2001,2002,Gd,PConc,Gd,1541,1541,1541,3082,2,Gd,6,TA,Attchd,2001,RFn,3,843,179400-230000
NAmes,7,1965,1990,TA,CBlock,TA,768,1186,1986,2754,2,TA,7,Fa,Attchd,1965,Unf,2,486,179400-230000
NWAmes,7,1976,1976,TA,CBlock,TA,803,1098,1964,2767,2,TA,8,Gd,Attchd,1976,RFn,2,483,179400-230000
Somerst,7,2007,2007,Gd,PConc,Gd,813,822,1665,2478,2,Gd,7,NA,Attchd,2007,RFn,2,562,179400-230000
CollgCr,7,2006,2006,Gd,PConc,Gd,1187,1208,1208,2395,2,Gd,6,NA,Attchd,2006,RFn,2,632,179400-230000
Mitchel,7,1997,1998,TA,PConc,Gd,1344,1344,1344,2688,2,TA,8,NA,Attchd,1997,Fin,4,784,179400-230000
NAmes,6,1969,1969,TA,CBlock,Fa,952,1092,2112,3064,2,TA,9,Gd,Attchd,1969,Unf,2,576,179400-230000
NridgHt,7,2004,2004,Gd,PConc,Gd,1358,1358,1358,2716,2,Gd,6,Gd,Attchd,2004,RFn,2,484,179400-230000
BrkSide,6,1923,2000,TA,BrkTil,TA,833,1053,1848,2681,1,Gd,8,Gd,Detchd,1922,Unf,2,370,179400-230000
NAmes,5,1957,1997,TA,CBlock,TA,1484,1600,1600,3084,1,TA,6,Gd,Attchd,1957,RFn,1,319,179400-230000
Somerst,6,2003,2003,Gd,PConc,Gd,864,864,1728,2592,2,Gd,7,NA,Attchd,2003,RFn,2,673,179400-230000
NridgHt,7,2007,2008,Gd,PConc,Gd,1314,1314,1314,2628,2,Gd,6,Gd,Attchd,2008,RFn,2,626,179400-230000
StoneBr,7,1984,1984,Gd,CBlock,Gd,1190,1190,2090,3280,2,Gd,6,TA,Attchd,1984,Fin,2,577,179400-230000
NWAmes,6,1980,1980,TA,CBlock,Gd,1686,1686,1686,3372,2,TA,7,TA,Attchd,1980,Unf,2,612,179400-230000
Somerst,6,2009,2009,Gd,PConc,Gd,1218,1218,1218,2436,2,Gd,4,NA,Attchd,2009,Fin,2,676,179400-230000
CollgCr,7,2003,2003,Gd,PConc,Gd,856,856,1710,2566,2,Gd,8,NA,Attchd,2003,RFn,2,548,179400-230000
CollgCr,6,1997,1998,TA,PConc,Gd,1478,1493,1493,2971,2,Gd,7,TA,Attchd,1997,Fin,2,508,179400-230000
Somerst,7,2006,2007,Gd,PConc,Ex,1352,1352,1352,2704,2,Gd,5,Gd,Attchd,2006,RFn,2,466,179400-230000
NridgHt,8,2006,2006,Gd,PConc,Gd,1554,1554,1554,3108,2,Gd,6,Gd,Attchd,2006,RFn,2,627,179400-230000
CollgCr,7,2004,2004,Gd,PConc,Gd,1436,1436,1436,2872,2,Gd,8,NA,Attchd,2004,Unf,2,484,179400-230000
CollgCr,7,1994,1995,Gd,PConc,Gd,915,933,1908,2823,2,Gd,8,TA,Attchd,1994,Unf,2,493,179400-230000
Somerst,8,2008,2008,Gd,PConc,Gd,768,786,1590,2358,2,Gd,6,NA,Attchd,2008,RFn,2,676,179400-230000
BrkSide,6,1923,1950,TA,BrkTil,Gd,1065,915,1635,2700,1,TA,6,Gd,Detchd,1950,Unf,2,440,179400-230000
NWAmes,6,1978,1988,TA,CBlock,Gd,1542,2073,2073,3615,2,TA,7,TA,Attchd,1978,Unf,2,500,179400-230000
ClearCr,6,1988,1989,Gd,PConc,Gd,1151,1164,2060,3211,2,TA,8,TA,Attchd,1988,Unf,2,521,179400-230000
CollgCr,6,1998,1998,TA,PConc,Gd,794,882,1796,2590,2,TA,7,NA,Attchd,1998,RFn,2,546,179400-230000
CollgCr,7,1996,1996,Gd,PConc,Gd,799,827,1661,2460,2,Gd,6,TA,Attchd,1996,RFn,2,550,179400-230000
StoneBr,8,1985,1985,Gd,PConc,Gd,1488,1502,1502,2990,1,Gd,4,NA,Attchd,1985,RFn,2,528,179400-230000
CollgCr,8,2007,2007,Gd,PConc,Gd,866,866,1768,2634,2,Gd,7,NA,Attchd,2007,RFn,2,578,179400-230000
CollgCr,7,2005,2006,Gd,PConc,Gd,1552,1552,1552,3104,2,Gd,7,NA,Attchd,2005,RFn,3,782,179400-230000
CollgCr,7,2004,2005,Gd,PConc,Gd,1473,1484,1484,2957,2,Gd,7,NA,Attchd,2004,RFn,2,606,179400-230000
SawyerW,7,1993,1993,Gd,PConc,Gd,740,1006,1775,2515,2,Gd,7,TA,Attchd,1993,Unf,2,425,179400-230000
CollgCr,7,2000,2001,Gd,PConc,Gd,1630,1630,1630,3260,2,Gd,6,TA,Attchd,2000,Unf,2,451,179400-230000
NWAmes,7,1998,1999,Gd,PConc,Ex,1650,1680,1680,3330,2,Gd,7,TA,Attchd,1998,Fin,2,583,179400-230000
Blmngtn,7,2005,2005,Gd,PConc,Gd,1362,1506,1506,2868,2,Gd,6,Gd,Attchd,2005,Fin,2,440,179400-230000
CollgCr,7,2006,2006,Gd,PConc,Gd,939,939,1797,2736,2,Gd,8,NA,Attchd,2006,RFn,2,639,179400-230000
StoneBr,8,2001,2001,Gd,PConc,Gd,1338,1338,1338,2676,2,Gd,6,NA,Attchd,2001,Fin,2,582,179400-230000
CollgCr,7,1999,1999,Gd,PConc,Gd,1588,1588,1588,3176,2,Gd,6,NA,Attchd,1999,RFn,2,472,179400-230000
CollgCr,7,2002,2003,Gd,PConc,Gd,1536,1536,1536,3072,2,Gd,7,NA,Attchd,2002,RFn,2,532,179400-230000
NridgHt,7,2004,2004,Gd,PConc,Gd,1517,1535,1535,3052,2,Gd,7,NA,Attchd,2004,RFn,2,532,179400-230000
Gilbert,7,1999,1999,Gd,PConc,Gd,992,1022,2060,3052,2,Gd,8,TA,BuiltIn,1999,RFn,2,390,179400-230000
Somerst,6,2007,2007,Gd,PConc,Gd,894,894,1933,2827,2,Gd,9,Gd,BuiltIn,2007,Fin,3,668,179400-230000
BrkSide,6,1916,1994,TA,BrkTil,TA,844,1445,2134,2978,2,Gd,10,NA,Detchd,1930,Unf,2,441,179400-230000
Timber,7,2002,2003,Gd,PConc,Gd,817,824,1894,2711,2,Gd,8,Gd,BuiltIn,2002,Fin,2,510,179400-230000
NAmes,6,1960,1960,TA,CBlock,TA,1080,1656,1656,2736,1,TA,7,Gd,Attchd,1960,Fin,2,528,179400-230000
Mitchel,6,2001,2002,TA,PConc,Ex,804,804,1961,2765,2,Gd,7,TA,BuiltIn,2001,Fin,2,560,179400-230000
NWAmes,6,1977,2000,Gd,CBlock,Gd,1602,1602,1602,3204,2,Gd,8,TA,Attchd,1977,Fin,2,529,179400-230000
SawyerW,8,1993,1994,Gd,PConc,Gd,777,1065,1911,2688,2,Gd,8,TA,Attchd,1993,RFn,2,471,179400-230000
Blmngtn,8,2003,2003,Gd,PConc,Gd,1273,1456,1456,2729,2,Gd,7,TA,Attchd,2003,Fin,2,400,179400-230000
Gilbert,7,2004,2005,Gd,PConc,Gd,847,847,1959,2806,2,Gd,8,Gd,BuiltIn,2004,Fin,2,434,179400-230000
SawyerW,7,1998,1998,Gd,PConc,Gd,1482,1494,1494,2976,2,Gd,5,Fa,Attchd,1998,RFn,2,514,179400-230000
NWAmes,7,1986,1991,TA,CBlock,Gd,791,1236,2093,2884,2,TA,7,TA,Attchd,1986,Fin,2,542,179400-230000
Somerst,7,2009,2009,TA,PConc,Gd,756,764,1547,2303,2,Gd,7,NA,Attchd,2009,Unf,2,614,179400-230000
Somerst,7,2000,2000,Gd,PConc,Gd,814,814,1674,2488,2,Gd,7,NA,Attchd,2000,RFn,2,663,179400-230000
Gilbert,6,2002,2002,Gd,PConc,Gd,860,860,1960,2820,2,Gd,8,TA,BuiltIn,2002,Fin,2,440,179400-230000
CollgCr,7,2004,2005,Gd,PConc,Gd,1860,1836,1836,3696,2,Gd,8,Gd,Attchd,2004,Fin,2,484,179400-230000
Crawfor,6,1953,1953,TA,CBlock,Gd,1809,2259,2259,4068,2,Gd,7,Gd,Basment,1953,Unf,2,450,179400-230000
CollgCr,6,1997,1997,TA,PConc,Gd,1479,1494,1494,2973,2,Gd,6,NA,Attchd,1997,RFn,2,576,179400-230000
Crawfor,5,1977,1977,TA,CBlock,Gd,1430,1647,1647,3077,2,Gd,7,TA,Attchd,1977,Fin,2,621,179400-230000
Veenker,5,1976,2004,Gd,CBlock,Gd,1437,1437,1437,2874,2,Gd,6,Fa,Attchd,1976,RFn,2,528,179400-230000
Gilbert,7,2006,2006,Gd,PConc,Gd,879,879,1863,2742,2,Gd,9,Gd,BuiltIn,2006,Fin,3,660,179400-230000
CollgCr,7,1997,1998,TA,PConc,Gd,1057,1057,2034,3091,2,Gd,8,NA,Attchd,1998,RFn,2,645,179400-230000
CollgCr,7,2003,2004,Gd,PConc,Gd,847,847,1928,2775,2,Gd,8,Gd,BuiltIn,2003,Fin,2,434,179400-230000
Crawfor,7,1940,1984,TA,CBlock,TA,800,960,1740,2540,1,TA,6,Gd,Attchd,1940,Unf,1,240,179400-230000
Timber,8,2001,2002,Gd,PConc,Ex,1267,1296,1296,2563,2,Gd,6,NA,Attchd,2001,Fin,2,471,179400-230000
NridgHt,7,2005,2005,Gd,PConc,Gd,1541,1541,1541,3082,2,Gd,7,Gd,Attchd,2005,RFn,2,532,179400-230000
CollgCr,7,2006,2006,Gd,PConc,Gd,1604,1604,1604,3208,2,Gd,8,Gd,Attchd,2006,RFn,2,660,179400-230000
SawyerW,8,1992,1992,Gd,PConc,Gd,908,927,1915,2823,2,Gd,8,TA,Attchd,1992,Fin,2,506,179400-230000
Crawfor,6,1932,1950,TA,CBlock,TA,854,1096,1991,2845,1,TA,7,Gd,Detchd,1977,Unf,2,432,179400-230000
CollgCr,7,2002,2002,Gd,PConc,Gd,1494,1494,1494,2988,2,Gd,6,TA,Attchd,2002,RFn,2,530,179400-230000
NoRidge,7,1998,1998,Gd,PConc,Gd,1195,1195,1839,3034,2,TA,7,NA,Attchd,1998,Fin,2,486,179400-230000
CollgCr,7,2005,2006,Gd,PConc,Gd,1614,1614,1614,3228,2,Gd,7,NA,Attchd,2005,RFn,3,865,179400-230000
Somerst,7,2009,2009,Ex,PConc,Ex,1470,1478,1478,2948,2,Gd,7,Gd,Attchd,2009,Fin,2,484,179400-230000
Crawfor,6,1988,2007,Gd,CBlock,Gd,880,1680,1680,2560,2,Gd,5,Gd,Attchd,1988,Fin,2,540,179400-230000
Gilbert,7,1997,1997,TA,PConc,Gd,964,993,2236,3200,2,Gd,8,TA,BuiltIn,1997,Fin,2,642,179400-230000
Gilbert,7,2001,2001,Gd,PConc,Gd,884,884,2035,2919,2,Gd,8,Gd,BuiltIn,2001,Fin,2,434,179400-230000
CollgCr,7,1998,1999,Gd,PConc,Gd,1153,1153,2031,3184,2,Gd,8,TA,Attchd,1998,Fin,2,541,179400-230000
Crawfor,6,1969,1969,Gd,CBlock,TA,1844,1844,1844,3688,2,Gd,7,TA,Attchd,1969,RFn,2,540,179400-230000
CollgCr,7,2001,2002,Gd,PConc,Gd,920,920,1786,2706,2,Gd,6,TA,Attchd,2001,RFn,2,608,179400-230000
BrkSide,5,1923,2004,TA,CBlock,TA,1324,1072,1576,2900,1,Gd,6,TA,Attchd,1923,RFn,2,528,179400-230000
NridgHt,7,2009,2010,Gd,PConc,Gd,1358,1358,1358,2716,2,Gd,6,Gd,Attchd,2010,RFn,2,484,179400-230000
Crawfor,6,1954,2006,Gd,CBlock,TA,1296,1640,1640,2936,1,Gd,7,Gd,Detchd,1993,Unf,2,924,179400-230000
Timber,7,2009,2009,TA,PConc,Ex,846,846,1692,2538,2,Gd,6,NA,Attchd,2009,RFn,2,650,179400-230000
CollgCr,7,1998,1998,TA,PConc,Gd,1649,1661,1661,3310,2,Gd,6,NA,Attchd,1998,RFn,2,598,179400-230000
CollgCr,7,2003,2003,Gd,PConc,Gd,884,884,1768,2652,2,Gd,8,NA,Attchd,2003,RFn,2,543,179400-230000
ClearCr,7,1953,1953,Gd,CBlock,TA,1304,1304,2287,3591,2,TA,7,TA,Attchd,1953,Fin,2,667,179400-230000
SawyerW,7,1990,1991,Gd,CBlock,Gd,700,1122,2243,2943,2,Gd,8,TA,Attchd,1990,RFn,3,746,179400-230000
Edwards,5,1948,2002,TA,CBlock,TA,896,1112,2008,2904,3,Ex,8,NA,Attchd,1948,Unf,1,230,179400-230000
Somerst,8,2007,2007,Gd,PConc,Gd,1496,1496,1496,2992,2,Gd,7,NA,Attchd,2007,Fin,2,474,179400-230000
Gilbert,7,2003,2003,Gd,PConc,Gd,847,847,1733,2580,2,Gd,7,Gd,BuiltIn,2003,Fin,2,433,179400-230000
Gilbert,7,1999,1999,Gd,PConc,Gd,978,1005,1983,2961,2,Gd,9,TA,Attchd,1999,Fin,2,490,179400-230000
CollgCr,7,2003,2003,Gd,PConc,Gd,1453,1479,1479,2932,2,Gd,7,NA,Attchd,2003,RFn,2,558,179400-230000
NAmes,7,1966,1966,TA,CBlock,TA,924,1216,2157,3081,2,Gd,8,Gd,Attchd,1966,Fin,2,487,179400-230000
Somerst,7,2001,2001,Gd,PConc,Gd,1057,1057,1929,2986,2,Gd,7,TA,Attchd,2001,Fin,2,650,179400-230000
Somerst,7,2005,2005,Gd,PConc,Gd,866,866,1768,2634,2,Gd,7,NA,Attchd,2005,RFn,2,603,179400-230000
NWAmes,8,2001,2001,Gd,PConc,Gd,810,810,1665,2475,2,Gd,6,NA,Attchd,2001,Fin,2,528,179400-230000
CollgCr,7,2002,2002,Gd,PConc,Gd,1573,1573,1573,3146,2,Gd,6,NA,Attchd,2002,RFn,2,544,179400-230000
Somerst,8,2006,2006,Gd,PConc,Gd,1588,1588,1588,3176,2,Gd,7,Gd,Attchd,2006,RFn,3,825,179400-230000
Somerst,7,2008,2008,Gd,PConc,Gd,1417,1428,1428,2845,2,Ex,6,NA,Attchd,2008,RFn,2,554,179400-230000
Somerst,7,2007,2007,Gd,PConc,Gd,874,874,1761,2635,3,Gd,7,NA,Attchd,2007,Fin,2,578,179400-230000
Timber,8,1981,1981,Gd,CBlock,Gd,1686,1707,1707,3393,2,TA,6,TA,Attchd,1981,RFn,2,511,179400-230000
SawyerW,7,1993,1993,Gd,PConc,Gd,1080,1080,2097,3177,2,Gd,9,TA,Attchd,1993,Unf,3,678,179400-230000
SawyerW,7,1989,1989,Gd,CBlock,Gd,807,1175,1982,2789,2,Gd,7,TA,Attchd,1989,Fin,2,575,179400-230000
CollgCr,8,2002,2002,Gd,PConc,Gd,1284,1284,2169,3453,2,Gd,7,Gd,Attchd,2002,RFn,2,647,179400-230000
Timber,5,1965,1965,TA,CBlock,TA,1499,1619,1786,3285,2,TA,7,Gd,Attchd,1965,Fin,2,529,179400-230000
NWAmes,7,1988,1988,Gd,PConc,Gd,1204,1377,2183,3387,2,Gd,9,NA,Attchd,1988,Unf,3,786,179400-230000
Somerst,8,2009,2009,Gd,PConc,Gd,1300,1314,1314,2614,2,Gd,6,NA,Attchd,2009,RFn,2,552,179400-230000
CollgCr,8,2002,2002,Gd,PConc,Gd,1777,1795,1795,3572,2,Gd,7,Gd,Attchd,2002,RFn,2,534,179400-230000
CollgCr,8,1999,2000,Gd,PConc,Gd,1004,1004,1852,2856,2,Gd,7,TA,Attchd,1999,Fin,3,660,179400-230000
Gilbert,7,1999,1999,Gd,PConc,Gd,975,1005,2291,3266,2,Gd,8,TA,BuiltIn,1999,Fin,2,429,179400-230000
CollgCr,7,2002,2002,Gd,PConc,Gd,1654,1654,1654,3308,2,Gd,6,NA,Attchd,2002,Unf,3,900,179400-230000
Crawfor,6,1956,2004,TA,PConc,TA,1073,1811,1811,2884,1,Ex,6,Gd,Attchd,1956,Fin,2,470,179400-230000
NridgHt,7,2007,2008,Gd,PConc,Gd,1314,1314,1314,2628,2,Gd,6,Gd,Attchd,2008,RFn,2,626,179400-230000
Crawfor,8,1929,1950,TA,PConc,Gd,792,792,1517,2309,1,Gd,7,Gd,Detchd,1931,Unf,2,400,179400-230000
CollgCr,7,2001,2001,Gd,PConc,Gd,944,944,1840,2784,2,Gd,6,NA,Attchd,2001,RFn,2,622,179400-230000
Gilbert,8,2000,2000,Gd,PConc,Gd,1406,1454,1936,3342,2,Gd,7,TA,Attchd,2000,RFn,2,504,230500-755000
CollgCr,6,1997,1997,TA,PConc,Gd,928,928,1764,2692,2,Gd,7,NA,Attchd,1997,RFn,2,470,230500-755000
CollgCr,7,2001,2001,Gd,PConc,Gd,963,963,1792,2755,2,Gd,7,TA,Attchd,2001,RFn,2,564,230500-755000
Somerst,8,2006,2006,Gd,PConc,Gd,1574,1574,1574,3148,2,Gd,7,Gd,Attchd,2006,RFn,3,824,230500-755000
Somerst,7,2005,2005,Gd,PConc,Gd,1616,1616,1616,3232,2,Gd,7,NA,Attchd,2005,RFn,3,834,230500-755000
CollgCr,8,2003,2003,Gd,PConc,Gd,1657,1668,1668,3325,2,Gd,8,TA,Attchd,2003,Fin,2,502,230500-755000
Somerst,8,2006,2006,Gd,PConc,Gd,1489,1489,1489,2978,2,Gd,7,Gd,Attchd,2006,RFn,2,776,230500-755000
SawyerW,7,2004,2004,Gd,PConc,Gd,956,956,2084,3040,2,Gd,8,NA,BuiltIn,2004,RFn,2,618,230500-755000
NridgHt,7,2009,2009,Gd,PConc,Gd,1502,1502,1502,3004,2,Gd,7,NA,Attchd,2009,RFn,2,644,230500-755000
CollgCr,8,2006,2006,Gd,PConc,Gd,1079,1079,1919,2998,2,Gd,8,Gd,Attchd,2006,RFn,2,685,230500-755000
Crawfor,7,1926,2004,Gd,BrkTil,Gd,1276,1276,2080,3356,1,Gd,9,Gd,Detchd,1926,Unf,1,282,230500-755000
Blmngtn,7,2003,2004,Gd,PConc,Gd,1374,1557,1557,2931,2,Gd,7,TA,Attchd,2003,Fin,2,420,230500-755000
ClearCr,6,1960,1975,TA,CBlock,Gd,1602,1252,1252,2854,1,TA,4,Gd,Attchd,1960,RFn,2,564,230500-755000
NAmes,8,1918,1990,Gd,PConc,TA,1360,1360,3112,4472,2,Gd,8,Ex,Detchd,1918,Unf,2,795,230500-755000
Crawfor,8,2006,2007,Gd,PConc,Gd,1573,1625,1625,3198,2,Gd,5,Gd,Attchd,2006,Fin,2,538,230500-755000
NWAmes,7,1977,1994,TA,CBlock,TA,795,1468,2263,3058,2,Gd,9,TA,Attchd,1977,Fin,2,539,230500-755000
Edwards,6,1935,1986,TA,CBlock,TA,1127,1236,2108,3235,2,Gd,7,TA,Basment,1935,Unf,2,540,230500-755000
CollgCr,7,2000,2000,Gd,PConc,Gd,992,992,1865,2857,2,Gd,7,TA,Attchd,2000,RFn,3,839,230500-755000
CollgCr,7,2000,2000,Gd,PConc,Gd,1525,1525,1525,3050,2,Gd,6,NA,Attchd,2000,RFn,2,541,230500-755000
Somerst,8,2007,2008,Gd,PConc,Gd,1580,1580,1580,3160,2,Gd,7,NA,Attchd,2008,RFn,3,830,230500-755000
Gilbert,7,2000,2000,Gd,PConc,Gd,952,980,2256,3208,2,Gd,8,TA,BuiltIn,2000,Fin,2,554,230500-755000
SawyerW,7,1993,1994,Gd,PConc,Gd,1050,1062,1949,2999,2,Gd,8,TA,Attchd,1993,Fin,2,574,230500-755000
StoneBr,8,1995,1996,Gd,PConc,Gd,1595,1616,1616,3211,2,Gd,5,TA,Attchd,1995,RFn,2,608,230500-755000
CollgCr,8,2001,2001,Gd,PConc,Gd,1753,1788,1788,3541,2,Ex,7,TA,Attchd,2001,RFn,2,522,230500-755000
CollgCr,7,2003,2003,Gd,PConc,Gd,941,941,1829,2770,2,Gd,7,TA,Attchd,2003,RFn,2,613,230500-755000
CollgCr,8,2002,2002,Gd,PConc,Gd,1128,1128,2031,3159,2,Gd,7,Gd,Attchd,2002,RFn,2,577,230500-755000
NAmes,6,1970,1970,TA,CBlock,TA,1205,2117,2117,3322,2,TA,7,Gd,Attchd,1970,Fin,2,550,230500-755000
SawyerW,7,1991,1991,Gd,PConc,Ex,1104,912,2127,3231,2,Gd,8,TA,Attchd,1991,RFn,3,833,230500-755000
StoneBr,7,1987,1987,Gd,PConc,Gd,1064,1064,1767,2831,2,Gd,5,TA,Attchd,1987,RFn,2,504,230500-755000
Somerst,7,1997,1998,Gd,PConc,Gd,975,975,1950,2925,2,Gd,7,TA,Detchd,1997,RFn,2,576,230500-755000
Crawfor,6,1918,1950,TA,BrkTil,Gd,1370,1370,2624,3994,2,TA,10,Gd,Detchd,1918,Unf,3,864,230500-755000
CollgCr,9,2007,2007,Gd,PConc,Ex,1800,1800,1800,3600,2,Ex,7,NA,Attchd,2007,Fin,2,702,230500-755000
Crawfor,6,1932,1950,TA,BrkTil,Gd,952,1170,2345,3297,2,TA,9,Gd,Detchd,1932,Unf,2,360,230500-755000
Timber,8,2007,2007,Gd,PConc,Gd,1571,1571,1571,3142,2,Gd,7,Gd,Attchd,2007,Fin,3,722,230500-755000
SawyerW,8,1995,1995,Gd,PConc,Gd,1128,1142,2020,3148,2,Gd,8,TA,Attchd,1995,RFn,2,466,230500-755000
Mitchel,7,2003,2003,Gd,PConc,Ex,1434,1518,2149,3583,1,Gd,6,Ex,Attchd,2003,RFn,2,670,230500-755000
CollgCr,7,2006,2006,Gd,PConc,Gd,1391,1391,1962,3353,2,Gd,7,NA,Attchd,2006,RFn,3,868,230500-755000
Gilbert,8,2005,2005,Gd,PConc,Gd,893,901,1801,2694,2,Gd,8,Gd,Attchd,2005,Fin,3,800,230500-755000
ClearCr,6,1992,1992,Gd,PConc,Gd,1580,1079,1953,3533,2,Gd,9,Fa,Attchd,1992,Fin,2,501,230500-755000
NWAmes,6,1974,1997,TA,CBlock,TA,1522,1548,2614,4136,2,TA,9,TA,Attchd,1974,RFn,2,624,230500-755000
ClearCr,6,1908,1997,TA,BrkTil,TA,907,1307,2358,3265,3,TA,10,Gd,Detchd,1908,Unf,2,360,230500-755000
Gilbert,7,2006,2006,Gd,PConc,Gd,1670,1670,1670,3340,2,Gd,7,Gd,Attchd,2006,RFn,3,690,230500-755000
Mitchel,7,2004,2005,Gd,PConc,Ex,1710,1710,1710,3420,2,Gd,7,Gd,Attchd,2004,Fin,2,550,230500-755000
